OBJECTID,LocationName,Grey_Headed,Black,Little_Red,ObservationDate,Status,Approval,Young,created_user,created_date,last_edited_user,last_edited_date,GlobalID,SHAPE_Length,SHAPE_Area
178991,Emerald,0,0,0,2014/07/24 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{8A630893-7547-431E-85AC-CE356229140D},74.200225073385,-343.6256537226
178992,Emerald,0,0,0,2014/07/21 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{FCF0C78B-4FCB-4B7E-808E-43A1A35405D8},74.200225073385,-343.6256537226
178993,Emerald,0,0,0,2014/07/17 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{8D955F61-C0D7-4791-BD81-02AFB272DB55},74.200225073385,-343.6256537226
178994,Emerald,0,0,0,2014/07/14 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{57A48625-FC66-48C9-87D1-632F9997AEAD},74.200225073385,-343.6256537226
178995,Emerald,0,0,0,2014/07/10 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{AAEC9F94-275B-4A5B-B014-A3A090C12A81},74.200225073385,-343.6256537226
178996,Emerald,0,0,0,2014/07/07 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{29BF8BA3-7EBC-419B-81DC-A01866EDCBE6},74.200225073385,-343.6256537226
178997,Emerald,0,0,0,2014/07/03 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{3FED5A22-30DF-4249-8B57-2D8FF928290C},74.200225073385,-343.6256537226
178998,Emerald,0,0,0,2014/06/30 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{409F77B3-81FF-4029-A5F2-9C4D1ACA4BEC},74.200225073385,-343.6256537226
178999,Emerald,0,0,0,2014/06/26 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{D5B39F6A-C4B8-48C3-B027-5885A703BCBC},74.200225073385,-343.6256537226
179000,Emerald,0,0,0,2014/06/23 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{5B850159-25AD-47A2-9ECD-36D0F515968A},74.200225073385,-343.6256537226
179001,Emerald,0,0,0,2014/06/19 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{05EAB309-5187-4126-B1B1-074243078066},74.200225073385,-343.6256537226
179002,Emerald,0,0,0,2014/06/16 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{3DBB00DD-DFE8-427D-8664-06D0D22F3172},74.200225073385,-343.6256537226
179003,Emerald,0,0,0,2014/06/09 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{E9654193-45C3-42D5-93F3-AECC3AC55EEF},74.200225073385,-343.6256537226
179004,Emerald,0,0,0,2014/06/05 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{AA84F990-FFF1-4C82-9151-C27CA37EE688},74.200225073385,-343.6256537226
179005,Emerald,0,0,0,2014/06/02 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{2F7D742B-5A4D-46B4-B046-63B7EF5583BA},74.200225073385,-343.6256537226
179006,Emerald,0,0,0,2014/05/29 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{B2072AE9-7670-49AC-BE65-4942C8D977D1},74.200225073385,-343.6256537226
179007,Emerald,0,0,0,2014/05/26 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{3B547B97-12EB-4D8C-A5A0-559B5043B866},74.200225073385,-343.6256537226
179008,Emerald,0,0,0,2014/05/22 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{60C0F45D-B507-4511-821A-2E6EAAE42155},74.200225073385,-343.6256537226
179009,Emerald,0,0,0,2014/05/19 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{FC1A51BC-6F56-4191-817C-602E83DFC1E7},74.200225073385,-343.6256537226
179010,Emerald,0,0,0,2014/05/15 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{56E4ECE6-8226-4D95-84ED-FABEA7BF105E},74.200225073385,-343.6256537226
179011,Emerald,0,0,0,2014/05/12 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{AC5F8D66-BD1F-43A1-9D21-DEA5CD9D0E88},74.200225073385,-343.6256537226
179012,Emerald,0,0,0,2014/05/08 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{2E1DCB79-E62C-4131-8310-3A5EFC2BA76F},74.200225073385,-343.6256537226
179013,Emerald,0,0,0,2014/05/05 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{A6DC247D-240C-49B3-8126-0D0F89239B61},74.200225073385,-343.6256537226
179014,Emerald,0,0,0,2014/05/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{B26075E2-7FC3-491B-8326-AF932F3E08D7},74.200225073385,-343.6256537226
179015,Emerald,0,0,0,2014/04/24 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{F8B3B33E-CD48-4F8B-94AA-9C828480903C},74.200225073385,-343.6256537226
179016,Emerald,0,0,0,2014/04/17 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{60CB1E27-7BB5-439B-BE85-F86218CEE8A2},74.200225073385,-343.6256537226
179017,Emerald,0,0,0,2014/04/10 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{8CE91258-2D72-4882-8780-E78E7A3E5EF9},74.200225073385,-343.6256537226
179018,Emerald,77,358,2121,2014/04/03 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{9ADD6892-E833-46F3-9375-89D109A5C162},74.200225073385,-343.6256537226
179019,Emerald,1446,1508,990,2014/03/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{99A5AC8B-89E7-40AD-8156-ED7069500BB7},74.200225073385,-343.6256537226
179020,Emerald,0,2000,0,2014/01/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{1C9982F7-E42B-460E-A05B-61637028E557},74.200225073385,-343.6256537226
179021,Emerald,0,150,350,2013/12/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{4C198284-4A00-4A04-B260-1A9AEC34C2BE},74.200225073385,-343.6256537226
179022,Emerald,0,200,1500,2013/09/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{6C277E90-3431-44CE-A9B9-346C21348D85},74.200225073385,-343.6256537226
179023,Emerald,0,100,0,2013/08/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{D9F61DE7-9A40-4FA0-90E8-D34DCBD5DA60},74.200225073385,-343.6256537226
179024,Emerald,0,0,0,2013/07/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{292B495F-8AC3-4ABA-A826-90BDB7CB9804},74.200225073385,-343.6256537226
179025,Emerald,0,0,0,2013/06/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{BE038C2E-D83E-4FB0-BAAF-BDD12B74F6E8},74.200225073385,-343.6256537226
179026,Emerald,0,0,0,2013/05/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{8BFAACA2-D007-4D8F-BC81-578BCC9349A9},74.200225073385,-343.6256537226
179027,Emerald,0,0,0,2013/04/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{FD37B255-8F82-4324-84D1-8D0E8EF4375B},74.200225073385,-343.6256537226
179028,Emerald,0,70,0,2013/02/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{FC7ACDB6-DF6D-4EAC-89F4-BEC6CEAE9598},74.200225073385,-343.6256537226
179029,Emerald,0,40,0,2013/01/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{5342E3E1-01A2-44BA-91AF-47EC4CAF44BD},74.200225073385,-343.6256537226
179030,Emerald,0,100,0,2012/12/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{E5E429B0-E3B8-4089-B999-79AAE466FE7B},74.200225073385,-343.6256537226
179031,Emerald,0,200,0,2012/11/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{F01C56EB-742C-4773-8795-6C8DFB56D8AC},74.200225073385,-343.6256537226
179032,Emerald,0,50,0,2012/10/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{1B925BF4-42AA-494E-8F0A-CE79C3268E70},74.200225073385,-343.6256537226
179033,Emerald,0,0,0,2012/09/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{F7BC3EC4-8C99-48EF-8B79-D1CD1376C248},74.200225073385,-343.6256537226
179034,Emerald,0,0,0,2012/08/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{8D08EF6D-0661-4C2B-AC43-29B4A3C80FE7},74.200225073385,-343.6256537226
179035,Emerald,0,0,0,2012/07/07 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{077B2591-313F-4DFF-B703-A2296F7AC09E},74.200225073385,-343.6256537226
179036,Emerald,0,0,0,2012/06/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{3015AABE-CD61-4EC0-8C5F-5E1A474E084E},74.200225073385,-343.6256537226
179037,Emerald,0,0,0,2012/05/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{26BFD812-82C6-4423-B7AC-DB08A517C934},74.200225073385,-343.6256537226
179038,Emerald,0,70,0,2012/03/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{3607146B-893D-41AA-8FDB-91B3E4A8AF0C},74.200225073385,-343.6256537226
179039,Emerald,0,70,0,2012/02/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{FE558CB8-6E1A-44D5-AC70-6DBC0D82C2D6},74.200225073385,-343.6256537226
179040,Emerald,4,64,0,2012/01/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{4065BB9E-04E0-406F-8EE7-1903F6871515},74.200225073385,-343.6256537226
179041,Emerald,0,500,0,2011/11/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{3927A729-9B1A-42E2-A0C9-E3498867A943},74.200225073385,-343.6256537226
179042,Emerald,250,250,0,2011/10/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{19183377-51F9-4A7B-A0B3-0842AF0252BA},74.200225073385,-343.6256537226
179043,Emerald,0,0,0,2011/09/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{AAA11F90-E2DB-4933-BE19-4E8A2630FA86},74.200225073385,-343.6256537226
179044,Emerald,0,0,0,2011/08/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{B77DE8EE-EC1D-48A1-98C2-CEBF3E94F762},74.200225073385,-343.6256537226
179045,Emerald,0,0,0,2011/07/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{96B853B1-397E-4A92-B2D5-AC03C1A5F3AE},74.200225073385,-343.6256537226
179046,Emerald,0,0,0,2011/06/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{0F460A2B-5298-4EC7-8A89-E5B481C326F0},74.200225073385,-343.6256537226
179047,Emerald,0,0,0,2011/05/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{CCAA69E1-7230-4F17-9C59-C9A15744F5FF},74.200225073385,-343.6256537226
179048,Emerald,0,0,0,2011/04/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{CAB966C5-8B03-4800-9534-ADAEE94E204F},74.200225073385,-343.6256537226
179049,Emerald,0,0,0,2011/03/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{A9C3D88A-2D85-4597-97D7-923D81AF7424},74.200225073385,-343.6256537226
179050,Emerald,0,200,0,2011/02/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{02B265B8-E490-4B81-BE96-B4027B3E8B75},74.200225073385,-343.6256537226
179051,Emerald,100,100,0,2011/01/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{14EC8586-21CA-4FBB-8FA6-DAE181F5BBAD},74.200225073385,-343.6256537226
179052,Emerald,200,300,0,2010/10/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{128CA629-1015-45FD-BC0D-135D34E743DB},74.200225073385,-343.6256537226
179053,Emerald,0,0,0,2010/07/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{E69904B2-3F5C-4112-8052-19050480CE35},74.200225073385,-343.6256537226
179054,Emerald,0,0,0,2010/06/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{C9FDFB2B-A731-4AF2-A7B9-C4BC4A1AE11F},74.200225073385,-343.6256537226
179055,Emerald,160,36,4,2010/04/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{9E639F63-04AF-4EEC-9658-83014AADF92F},74.200225073385,-343.6256537226
179056,Emerald,0,188,2492,2010/03/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{38B52404-4180-4384-B954-FE95AF77752F},74.200225073385,-343.6256537226
179057,Emerald,0,275,0,2010/01/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 06:27:29+00,{8A3D7A14-CCB2-45ED-99A3-E15CA6979466},74.200225073385,-343.6256537226
179058,Frizzos,0,0,0,2018/01/02 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:47+00,{6881430E-DBA3-4830-8D4E-EE457BE2D995},74.2492047016086,-344.079329941713
179059,Frizzos,0,836,0,2017/11/17 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:47+00,{6109FC8F-CEE6-4119-A6CC-28C42A9FB8E4},74.2492047016086,-344.079329941713
179060,Frizzos,0,836,0,2017/10/30 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:47+00,{87E4D830-8917-4433-AFB8-C1553457B620},74.2492047016086,-344.079329941713
179061,Frizzos,0,836,0,2017/10/19 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:47+00,{71642CE7-1015-4AE9-9601-7EFCB4603238},74.2492047016086,-344.079329941713
179062,Frizzos,0,836,0,2017/09/21 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:47+00,{83950CFF-F54D-4265-9469-E098BFC2F4E4},74.2492047016086,-344.079329941713
179063,Frizzos,0,0,0,2017/08/18 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:47+00,{3D691403-2B97-46A2-8FF1-DF7A271372FD},74.2492047016086,-344.079329941713
179064,Frizzos,0,0,0,2017/07/20 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:47+00,{BAF419F7-3834-4732-AAC4-B529A90F3F20},74.2492047016086,-344.079329941713
179065,Frizzos,0,0,0,2017/06/14 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:47+00,{017B6403-528A-42DC-9AC9-5FB705EAE4F5},74.2492047016086,-344.079329941713
179066,Frizzos,1836,1564,0,2017/05/18 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:47+00,{DBD781C8-BC27-4DF3-BD88-C65BF5EADD69},74.2492047016086,-344.079329941713
179067,Frizzos,1836,1564,0,2017/05/10 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:47+00,{38F0AAD6-03B2-4393-844D-72172607B5F7},74.2492047016086,-344.079329941713
179068,Frizzos,1836,1564,0,2017/04/24 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:47+00,{AA7BD507-3F7B-4B93-8A35-572B86D7BC9E},74.2492047016086,-344.079329941713
179069,Frizzos,1836,1564,0,2017/04/12 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:47+00,{7FA65890-B1EB-4735-8750-81289301064A},74.2492047016086,-344.079329941713
179070,Frizzos,1836,1564,0,2017/03/29 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:47+00,{99C9E33C-0553-4A2A-AC50-CAFE7598E6BE},74.2492047016086,-344.079329941713
179071,Frizzos,1836,1564,0,2017/02/22 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:47+00,{5D088C67-C23E-456E-97E7-67BEF7FF56A9},74.2492047016086,-344.079329941713
179072,Frizzos,0,0,0,2016/12/18 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:48+00,{03CFEA01-258C-4090-821A-3EEF47C4D78A},74.2492047016086,-344.079329941713
179073,Frizzos,0,275,0,2016/10/19 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:48+00,{E18426F3-AA1C-4BE3-A8E8-2D43EB36B8EC},74.2492047016086,-344.079329941713
179074,Frizzos,0,275,0,2016/10/12 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:53:48+00,{2038C86D-5646-425D-AE4C-041E6E78C1A9},74.2492047016086,-344.079329941713
179075,Hardie,1,1240,0,2018/03/27 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{860857F2-A5BB-42E1-9AB7-565B45841C57},74.2698401353,-344.270599015273
179076,Hardie,0,1530,0,2018/03/13 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{EE49E1D0-0DF8-4145-8E75-C8932A88362B},74.2698401353,-344.270599015273
179077,Hardie,0,970,0,2018/02/27 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{2C57559C-FBF8-4F06-A201-5B6CC8A2A78B},74.2698401353,-344.270599015273
179078,Hardie,0,830,0,2018/02/13 00:00:00+00,Archived,3,dependent,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{6BD540E3-7DBF-47CA-96E0-B309D4BE8033},74.2698401353,-344.270599015273
179079,Hardie,0,735,0,2018/01/30 00:00:00+00,Archived,3,dependent,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{FA4CD940-5119-4874-9AC8-8E61E93EB4A1},74.2698401353,-344.270599015273
179080,Hardie,5,935,0,2018/01/16 00:00:00+00,Archived,3,dependent,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{C37E9B8C-375C-4E3C-9B27-6D9CBD42AA86},74.2698401353,-344.270599015273
179081,Hardie,0,960,20,2018/01/02 00:00:00+00,Archived,3,dependent,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{D7918017-3F27-4F29-962B-53AEE44CF2B4},74.2698401353,-344.270599015273
179082,Hardie,0,1110,0,2017/12/19 00:00:00+00,Archived,3,dependent,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{A354AE75-21A8-44AB-8119-CF237376E1D1},74.2698401353,-344.270599015273
179083,Hardie,5,695,0,2017/12/05 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{42F1709C-B764-4599-8080-C6B0F8B39467},74.2698401353,-344.270599015273
179084,Hardie,15,750,0,2017/11/21 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{94DA84C4-1F8A-4EE8-961F-BE944AE94C51},74.2698401353,-344.270599015273
179085,Hardie,0,934,0,2017/11/17 00:00:00+00,Archived,3,dependent,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{199ED08C-B836-40C5-A193-3915187635DE},74.2698401353,-344.270599015273
179086,Hardie,5,240,0,2017/11/07 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{7563FD2A-0682-4B03-A327-1BD783CB2D68},74.2698401353,-344.270599015273
179087,Hardie,3,152,0,2017/10/24 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{22879DBE-132E-4F07-9417-0BF2B16B569C},74.2698401353,-344.270599015273
179088,Hardie,0,885,0,2017/10/10 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{E6092821-D7B9-4241-80E6-E51F35343AC6},74.2698401353,-344.270599015273
179089,Hardie,0,0,0,2017/09/26 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{3C9E3220-E610-487B-9D54-255630DF33A4},74.2698401353,-344.270599015273
179090,Hardie,0,0,0,2017/09/12 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{4C094AD7-390F-4396-9882-858F6C3B18A5},74.2698401353,-344.270599015273
179091,Hardie,0,0,0,2017/08/29 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{439470C6-1F9D-4869-A45C-D609F953AAE5},74.2698401353,-344.270599015273
179092,Hardie,0,0,0,2017/08/18 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{98D1AD9E-210D-47B8-A842-AE3D73FCB533},74.2698401353,-344.270599015273
179093,Hardie,0,0,0,2017/08/15 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{A4410FEF-36BE-4B80-8ADF-8B2515003195},74.2698401353,-344.270599015273
179094,Hardie,0,0,0,2017/08/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{D6374909-1B1E-415E-A023-B9DF79359A3F},74.2698401353,-344.270599015273
179095,Hardie,0,0,0,2017/07/18 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{2727C9BD-7A3D-4560-93DC-E0248D4E5F5E},74.2698401353,-344.270599015273
179096,Hardie,0,0,0,2017/07/03 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{451A5BBE-4A0F-4EDB-BEAE-4FCEC7C40CC0},74.2698401353,-344.270599015273
179097,Hardie,0,0,0,2017/06/22 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{FD49BD1A-6606-43F5-AB79-93B432691778},74.2698401353,-344.270599015273
179098,Hardie,0,0,0,2017/06/08 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{7BE28F9B-DEBC-456B-919E-BA1684E213D0},74.2698401353,-344.270599015273
179099,Hardie,0,0,0,2017/05/23 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{9A8A638E-0013-4ADF-9265-BF4387D15C8D},74.2698401353,-344.270599015273
179100,Hardie,0,0,0,2017/05/18 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{F0D8A5B3-8F9E-4B23-A508-23C5F18D598C},74.2698401353,-344.270599015273
179101,Hardie,0,0,0,2017/05/09 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{DA9DBDD1-C1AB-4390-83AB-270E365DCC49},74.2698401353,-344.270599015273
179102,Hardie,0,0,0,2017/04/24 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{4615372B-DF47-4799-8295-7B3702738620},74.2698401353,-344.270599015273
179103,Hardie,0,1555,0,2017/04/10 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{7B05DECF-D802-4A68-A7BF-1A8FBB83E4A8},74.2698401353,-344.270599015273
179104,Hardie,0,1745,0,2017/03/22 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{C0B4E763-3B74-4F59-994E-2867AD3FA9BC},74.2698401353,-344.270599015273
179105,Hardie,0,950,0,2017/03/15 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{B62B5693-7BAD-4611-B244-A5B30639F826},74.2698401353,-344.270599015273
179106,Hardie,0,945,0,2017/03/10 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{1BC11CEF-3615-42AD-8650-834AAEEF024E},74.2698401353,-344.270599015273
179107,Hardie,0,850,0,2017/03/01 00:00:00+00,Archived,3,,LQD,2021/05/18 03:12:28+00,LQD,2021/05/18 03:52:35+00,{F740BF7A-F793-4FA3-B7CD-8FB4EF04AD3A},74.2698401353,-344.270599015273
